dataset,algorithm,platformId,runId,CpuUsage,node,timeIndex,phase
DGS,LR,0,1,0.2545454545454545,2,2,train
DGS,LR,0,2,0.2803398058252428,2,2,train
DGS,LR,0,2,0.08374384236453201,2,3,train
DGS,LR,0,2,0.13742331288343554,0,3,train
DGS,LR,0,0,0.3168215383336825,3,0,train
DGS,LR,0,0,0.2779126213592233,3,1,train
DGS,LR,0,0,0.4993804213135068,3,2,train
DGS,LR,0,0,0.5358910891089109,3,3,train
DGS,LR,0,1,0.3168208985619956,3,0,train
DGS,LR,0,1,0.2895054282267793,3,1,train
DGS,LR,0,1,0.5037037037037037,3,2,train
DGS,LR,0,1,0.5281862745098039,3,3,train
DGS,LR,0,2,0.31682031494032914,3,0,train
DGS,LR,0,2,0.13565967121866596,2,0,train
DGS,LR,0,2,0.2810218978102191,3,1,train
DGS,LR,0,2,0.5652709359605911,3,3,train
DGS,LR,0,2,0.2542787286063569,0,2,train
DGS,LR,0,2,0.0012453300124533053,0,1,train
DGS,LR,0,2,0.1247444187138459,0,0,train
DGS,LR,0,1,0.08674101610904582,0,3,train
DGS,LR,0,1,0.24137931034482762,0,2,train
DGS,LR,0,1,0.0,0,1,train
DGS,LR,0,1,0.12474466267606832,0,0,train
DGS,LR,0,0,0.09529702970297027,0,3,train
DGS,LR,0,0,0.2399020807833537,0,2,train
DGS,LR,0,0,0.0,0,1,train
DGS,LR,0,0,0.12474479599505697,0,0,train
DGS,LR,0,2,0.49019607843137253,3,2,train
DGS,LR,0,1,0.11221945137157106,2,3,train
DGS,LR,0,2,0.0024906600249066106,2,1,train
DGS,LR,0,1,0.13566002342869632,2,0,train
DGS,LR,0,2,0.1234413965087282,1,3,train
DGS,LR,0,2,0.2509225092250923,1,2,train
DGS,LR,0,2,0.0,1,1,train
DGS,LR,0,2,0.12450402694724313,1,0,train
DGS,LR,0,1,0.08322981366459625,1,3,train
DGS,LR,0,1,0.2551892551892552,1,2,train
DGS,LR,0,1,0.0,1,1,train
DGS,LR,0,1,0.12450417926274149,1,0,train
DGS,LR,0,0,0.11481481481481481,1,3,train
DGS,LR,0,0,0.22057001239157373,1,2,train
DGS,LR,0,0,0.0012437810945273853,1,1,train
DGS,LR,0,1,0.0,2,1,train
DGS,LR,0,0,0.12450438928424927,1,0,train
DGS,LR,0,0,0.13566034810172511,2,0,train
DGS,LR,0,0,0.12360939431396786,2,3,train
DGS,LR,0,0,0.242979242979243,2,2,train
DGS,LR,0,0,0.0024875621890547706,2,1,train
DGS,LR,1,0,0.0,0,3,train
DGS,LR,1,0,0.001242236024844745,0,2,train
DGS,LR,1,0,0.0012453300124533053,0,1,train
DGS,LR,1,0,0.06810697410356059,0,0,train
DGS,LR,1,1,0.06810261556055963,0,0,train
DGS,LR,1,1,0.0012437810945273853,2,1,train
DGS,LR,1,2,0.08158220024721874,2,3,test
DGS,LR,1,2,0.273838630806846,2,2,train
DGS,LR,1,2,0.0024875621890547706,2,1,train
DGS,LR,1,0,0.07357729423629578,2,0,train
DGS,LR,1,0,0.0,2,1,train
DGS,LR,1,0,0.26012269938650323,2,2,train
DGS,LR,1,0,0.09045848822800495,2,3,train
DGS,LR,1,1,0.24907063197026033,2,2,train
DGS,LR,1,1,0.07358817423540874,2,0,train
DGS,LR,1,1,0.0012453300124533053,0,1,train
DGS,LR,1,2,0.0012453300124533053,1,1,train
DGS,LR,1,1,0.001242236024844745,0,3,test
DGS,LR,1,0,0.3120050874734741,3,0,train
DGS,LR,1,0,0.2804878048780488,3,1,train
DGS,LR,1,0,0.403680981595092,3,2,train
DGS,LR,1,0,0.2655086848635235,3,3,train
DGS,LR,1,1,0.31200376585014317,3,0,train
DGS,LR,1,1,0.27825030376670706,3,1,train
DGS,LR,1,1,0.4067796610169492,3,2,train
DGS,LR,1,1,0.26452410383189123,3,3,test
DGS,LR,1,2,0.31200242207679557,3,0,train
DGS,LR,1,2,0.27013630731102845,3,1,train
DGS,LR,1,1,0.0,0,2,train
DGS,LR,1,2,0.39726027397260283,3,2,train
DGS,LR,1,2,0.2646341463414634,3,3,test
DGS,LR,1,2,0.001242236024844745,0,3,test
