dataset,algorithm,platformId,runId,CpuUsage,node,timeIndex,phase
DGS,DT-maxDepth-15,0,0,0.12818240289715788,0,0,train
DGS,DT-maxBins-16,0,0,0.12783394100354972,1,0,train
DGS,DT-maxBins-16,0,2,0.008652657601977753,0,4,train
DGS,DT-maxBins-16,0,2,0.1106965174129353,0,3,train
DGS,DT-maxBins-16,0,2,0.2218137254901961,0,2,train
DGS,DT-maxBins-16,0,2,0.001242236024844745,0,1,train
DGS,DT-maxBins-16,0,2,0.12817918082673216,0,0,train
DGS,DT-maxBins-16,0,1,0.007434944237918242,0,4,train
DGS,DT-maxBins-16,0,1,0.1366459627329193,0,3,train
DGS,DT-maxBins-16,0,1,0.20220588235294112,0,2,train
DGS,DT-maxBins-16,0,1,0.0,0,1,train
DGS,DT-maxBins-16,0,1,0.12817895926852105,0,0,train
DGS,DT-maxBins-16,0,0,0.001242236024844745,0,4,train
DGS,DT-maxBins-16,0,0,0.11648079306071868,0,3,train
DGS,DT-maxBins-16,0,0,0.21111111111111114,0,2,train
DGS,DT-maxBins-16,0,0,0.002481389578163795,1,1,train
DGS,DT-maxBins-16,0,0,0.0,0,1,train
DGS,DT-maxBins-32,0,2,0.19306930693069302,3,5,test
DGS,DT-maxBins-32,0,2,0.3513513513513513,3,4,train
DGS,DT-maxBins-32,0,2,0.5600991325898389,3,3,train
DGS,DT-maxBins-32,0,2,0.49331713244228437,3,2,train
DGS,DT-maxBins-32,0,2,0.28068043742405835,3,1,train
DGS,DT-maxBins-32,0,2,0.31590790802674606,3,0,train
DGS,DT-maxBins-32,0,1,0.1769041769041769,3,5,test
DGS,DT-maxBins-32,0,1,0.36024844720496896,3,4,train
DGS,DT-maxBins-32,0,1,0.5406403940886699,3,3,train
DGS,DT-maxBins-32,0,1,0.511543134872418,3,2,train
DGS,DT-maxBins-32,0,1,0.27407407407407397,3,1,train
DGS,DT-maxBins-32,0,1,0.3159082273700511,3,0,train
DGS,DT-maxBins-32,0,0,0.3297232250300842,3,5,test
DGS,DT-maxBins-32,0,0,0.37132352941176466,3,4,train
DGS,DT-maxBins-16,0,0,0.12817876733102304,0,0,train
DGS,DT-maxBins-16,0,0,0.20268620268620263,1,2,train
DGS,DT-maxBins-16,0,0,0.13947696139476962,1,3,train
DGS,DT-maxBins-16,0,0,0.004962779156327589,1,4,train
DGS,DT-maxBins-16,0,1,0.3159090012862299,3,0,train
DGS,DT-maxBins-16,0,0,0.4366706875753921,3,4,train
DGS,DT-maxBins-16,0,0,0.5388349514563107,3,3,train
DGS,DT-maxBins-16,0,0,0.5080346106304079,3,2,train
DGS,DT-maxBins-16,0,0,0.2831105710814095,3,1,train
DGS,DT-maxBins-16,0,0,0.31590922931080845,3,0,train
DGS,DT-maxBins-16,0,2,0.007425742574257432,2,4,train
DGS,DT-maxBins-16,0,2,0.1344956413449564,2,3,train
DGS,DT-maxBins-16,0,2,0.21331689272503085,2,2,train
DGS,DT-maxBins-16,0,2,0.002481389578163795,2,1,train
DGS,DT-maxBins-16,0,2,0.13875238191917186,2,0,train
DGS,DT-maxBins-16,0,1,0.01356350184956845,2,4,train
DGS,DT-maxBins-16,0,1,0.1373762376237624,2,3,train
DGS,DT-maxBins-16,0,1,0.2280487804878049,2,2,train
DGS,DT-maxBins-16,0,1,0.0037037037037036535,2,1,train
DGS,DT-maxBins-16,0,1,0.13875215862488757,2,0,train
DGS,DT-maxBins-16,0,0,0.011111111111111072,2,4,train
DGS,DT-maxBins-16,0,1,0.12783429206876595,1,0,train
DGS,DT-maxBins-16,0,1,0.001242236024844745,1,1,train
DGS,DT-maxBins-16,0,1,0.2046568627450981,1,2,train
