dataset,algorithm,platformId,runId,MemTotal,MemFree,node,timeIndex,phase
DGS,BKM-maxIter-50,0,0,65451572,11213632,0,0,train
DGS,BKM-maxIter-100,0,0,65451544,11272764,1,1,train
DGS,BKM-maxIter-100,0,0,65451544,11272288,1,0,train
DGS,BKM-maxIter-100,0,2,65451572,9246976,0,69,test
DGS,BKM-maxIter-100,0,2,65451572,9242636,0,68,train
DGS,BKM-maxIter-100,0,2,65451572,9242740,0,67,train
DGS,BKM-maxIter-100,0,2,65451572,9204084,0,66,train
DGS,BKM-maxIter-100,0,2,65451572,9204388,0,65,train
DGS,BKM-maxIter-100,0,2,65451572,9192316,0,64,train
DGS,BKM-maxIter-100,0,2,65451572,9192568,0,63,train
DGS,BKM-maxIter-100,0,2,65451572,9156928,0,62,train
DGS,BKM-maxIter-100,0,2,65451572,9157244,0,61,train
DGS,BKM-maxIter-100,0,2,65451572,9150280,0,60,train
DGS,BKM-maxIter-100,0,2,65451572,9149988,0,59,train
DGS,BKM-maxIter-100,0,2,65451572,9109348,0,58,train
DGS,BKM-maxIter-100,0,2,65451572,9110592,0,57,train
DGS,BKM-maxIter-100,0,2,65451572,9110992,0,56,train
DGS,BKM-maxIter-100,0,2,65451572,9112020,0,55,train
DGS,BKM-maxIter-100,0,2,65451572,9112312,0,54,train
DGS,BKM-maxIter-100,0,2,65451572,9112360,0,53,train
DGS,BKM-maxIter-100,0,2,65451572,9112372,0,52,train
DGS,BKM-maxIter-100,0,2,65451572,9111832,0,51,train
DGS,BKM-maxIter-100,0,2,65451572,9111952,0,50,train
DGS,BKM-maxIter-100,0,2,65451572,9112044,0,49,train
DGS,BKM-maxIter-100,0,2,65451572,9112772,0,48,train
DGS,BKM-maxIter-100,0,2,65451572,9111416,0,47,train
DGS,BKM-maxIter-100,0,0,65451544,10962960,1,2,train
DGS,BKM-maxIter-100,0,0,65451544,10913424,1,3,train
DGS,BKM-maxIter-100,0,0,65451544,10908804,1,4,train
DGS,BKM-maxIter-100,0,0,65451544,10656588,1,5,train
DGS,BKM-maxIter-100,0,0,65451544,9143060,1,31,train
DGS,BKM-maxIter-100,0,0,65451544,9143508,1,30,train
DGS,BKM-maxIter-100,0,0,65451544,9144056,1,29,train
DGS,BKM-maxIter-100,0,0,65451544,9144240,1,28,train
DGS,BKM-maxIter-100,0,0,65451544,9145196,1,27,train
DGS,BKM-maxIter-100,0,0,65451544,9146572,1,26,train
DGS,BKM-maxIter-100,0,0,65451544,9170804,1,25,train
DGS,BKM-maxIter-100,0,0,65451544,9171708,1,24,train
DGS,BKM-maxIter-100,0,0,65451544,9172336,1,23,train
DGS,BKM-maxIter-100,0,0,65451544,9173224,1,22,train
DGS,BKM-maxIter-100,0,0,65451544,9178364,1,21,train
DGS,BKM-maxIter-100,0,0,65451544,9180208,1,20,train
DGS,BKM-maxIter-100,0,2,65451572,9113420,0,46,train
DGS,BKM-maxIter-100,0,0,65451544,9189748,1,19,train
DGS,BKM-maxIter-100,0,0,65451544,9197120,1,17,train
DGS,BKM-maxIter-100,0,0,65451544,9334660,1,16,train
DGS,BKM-maxIter-100,0,0,65451544,9495476,1,15,train
DGS,BKM-maxIter-100,0,0,65451544,9592716,1,14,train
DGS,BKM-maxIter-100,0,0,65451544,9618516,1,13,train
DGS,BKM-maxIter-100,0,0,65451544,9979176,1,12,train
DGS,BKM-maxIter-100,0,0,65451544,10100852,1,11,train
DGS,BKM-maxIter-100,0,0,65451544,10256856,1,10,train
DGS,BKM-maxIter-100,0,0,65451544,10272128,1,9,train
DGS,BKM-maxIter-100,0,0,65451544,10291100,1,8,train
DGS,BKM-maxIter-100,0,0,65451544,10354932,1,7,train
DGS,BKM-maxIter-100,0,0,65451544,10456288,1,6,train
DGS,BKM-maxIter-100,0,0,65451544,9194340,1,18,train
DGS,BKM-maxIter-100,0,0,65451544,9143020,1,32,train
DGS,BKM-maxIter-100,0,2,65451572,9113408,0,45,train
DGS,BKM-maxIter-100,0,2,65451572,9113568,0,43,train
DGS,BKM-maxIter-100,0,2,65451572,10202416,0,12,train
DGS,BKM-maxIter-100,0,2,65451572,10331612,0,11,train
DGS,BKM-maxIter-100,0,2,65451572,10448080,0,10,train
DGS,BKM-maxIter-100,0,2,65451572,10600020,0,9,train
DGS,BKM-maxIter-100,0,2,65451572,10612456,0,8,train
DGS,BKM-maxIter-100,0,2,65451572,10712792,0,7,train
DGS,BKM-maxIter-100,0,2,65451572,10779956,0,6,train
DGS,BKM-maxIter-100,0,2,65451572,11016908,0,5,train
DGS,BKM-maxIter-100,0,2,65451572,11016336,0,4,train
DGS,BKM-maxIter-100,0,2,65451572,11015104,0,3,train
DGS,BKM-maxIter-100,0,2,65451572,11087548,0,2,train
